#t_s,Fd_N
51.443000,-0.954649
51.444000,-0.915161
51.445000,-0.838541
51.446000,-0.725299
51.447000,-0.577393
51.448000,-0.398177
51.449000,-0.192300
51.450000,0.034453
51.451000,0.275374
51.452000,0.523077
51.453000,0.769782
51.454000,1.007621
51.455000,1.228946
51.456000,1.426642
51.457000,1.594418
51.458000,1.727068
51.459000,1.820698
51.460000,1.872891
51.461000,1.882828
51.462000,1.851326
51.463000,1.780825
51.464000,1.675292
51.465000,1.540072
51.466000,1.381667
51.467000,1.207474
51.468000,1.025470
51.469000,0.843879
51.470000,0.670820
51.471000,0.513954
51.472000,0.380152
51.473000,0.275191
51.474000,0.203498
51.475000,0.167949
51.476000,0.169736
51.477000,0.208311
51.478000,0.281404
51.479000,0.385120
51.480000,0.514113
51.481000,0.661826
51.482000,0.820785
51.483000,0.982946
51.484000,1.140064
51.485000,1.284076
51.486000,1.407483
51.487000,1.503699
51.488000,1.567370
51.489000,1.594635
51.490000,1.583311
51.491000,1.533008
51.492000,1.445157
51.493000,1.322949
51.494000,1.171191
51.495000,0.996078
51.496000,0.804907
51.497000,0.605720
51.498000,0.406923
51.499000,0.216870
51.500000,0.043459
51.501000,-0.106259
51.502000,-0.226436
51.503000,-0.312717
51.504000,-0.362464
51.505000,-0.374896
51.506000,-0.351139
51.507000,-0.294171
51.508000,-0.208692
51.509000,-0.100886
51.510000,0.021878
51.511000,0.151415
51.512000,0.279133
51.513000,0.396471
51.514000,0.495336
51.515000,0.568518
51.516000,0.610065
51.517000,0.615600
51.518000,0.582561
51.519000,0.510342
51.520000,0.400349
51.521000,0.255944
51.522000,0.082296
51.523000,-0.113859
51.524000,-0.324549
51.525000,-0.540946
51.526000,-0.753800
51.527000,-0.953895
51.528000,-1.132502
51.529000,-1.281807
51.530000,-1.395295
51.531000,-1.468072
51.532000,-1.497092
51.533000,-1.481304
51.534000,-1.421693
51.535000,-1.321209
51.536000,-1.184610
51.537000,-1.018203
51.538000,-0.829516
51.539000,-0.626903
51.540000,-0.419117
51.541000,-0.214866
51.542000,-0.022371
51.543000,0.151033
51.544000,0.299256
51.545000,0.417732
51.546000,0.503616
51.547000,0.555885
51.548000,0.575338
51.549000,0.564501
51.550000,0.527433
51.551000,0.469457
51.552000,0.396821
51.553000,0.316316
51.554000,0.234872
51.555000,0.159146
51.556000,0.095137
51.557000,0.047848
51.558000,0.021001
51.559000,0.016839
51.560000,0.036013
51.561000,0.077565
51.562000,0.139003
51.563000,0.216470
51.564000,0.304990
51.565000,0.398784
51.566000,0.491625
51.567000,0.577224
51.568000,0.649619
51.569000,0.703543
51.570000,0.734752
51.571000,0.740294
51.572000,0.718698
51.573000,0.670086
51.574000,0.596181
51.575000,0.500226
51.576000,0.386819
51.577000,0.261656
51.578000,0.131222
51.579000,0.002424
51.580000,-0.117794
51.581000,-0.222850
51.582000,-0.306891
51.583000,-0.365138
51.584000,-0.394152
51.585000,-0.392045
51.586000,-0.358585
51.587000,-0.295223
51.588000,-0.205017
51.589000,-0.092466
51.590000,0.036733
51.591000,0.176004
51.592000,0.318253
51.593000,0.456264
51.594000,0.583098
51.595000,0.692481
51.596000,0.779153
51.597000,0.839157
51.598000,0.870062
51.599000,0.871092
51.600000,0.843169
51.601000,0.788855
51.602000,0.712206
51.603000,0.618538
51.604000,0.514129
51.605000,0.405856
51.606000,0.300809
51.607000,0.205885
51.608000,0.127400
51.609000,0.070726
51.610000,0.039982
51.611000,0.037803
51.612000,0.065174
51.613000,0.121377
51.614000,0.204014
51.615000,0.309134
51.616000,0.431443
51.617000,0.564584
51.618000,0.701485
51.619000,0.834741
51.620000,0.957012
51.621000,1.061421
51.622000,1.141933
51.623000,1.193677
51.624000,1.213217
51.625000,1.198736
51.626000,1.150140
51.627000,1.069071
51.628000,0.958821
51.629000,0.824165
51.630000,0.671117
51.631000,0.506615
51.632000,0.338168
51.633000,0.173468
51.634000,0.020000
51.635000,-0.115338
51.636000,-0.226581
51.637000,-0.308990
51.638000,-0.359281
51.639000,-0.375776
51.640000,-0.358471
51.641000,-0.309017
51.642000,-0.230616
51.643000,-0.127841
51.644000,-0.006389
51.645000,0.127214
51.646000,0.265960
51.647000,0.402700
51.648000,0.530508
51.649000,0.643010
51.650000,0.734684
51.651000,0.801112
51.652000,0.839164
51.653000,0.847114
51.654000,0.824688
51.655000,0.773028
51.656000,0.694592
51.657000,0.592989
51.658000,0.472761
51.659000,0.339126
51.660000,0.197695
51.661000,0.054178
51.662000,-0.085896
51.663000,-0.217450
51.664000,-0.336089
51.665000,-0.438282
51.666000,-0.521504
51.667000,-0.584303
51.668000,-0.626320
51.669000,-0.648249
51.670000,-0.651740
51.671000,-0.639257
51.672000,-0.613903
51.673000,-0.579217
51.674000,-0.538957
51.675000,-0.496885
51.676000,-0.456560
51.677000,-0.421154
51.678000,-0.393300
51.679000,-0.374974
51.680000,-0.367420
51.681000,-0.371122
51.682000,-0.385816
51.683000,-0.410542
51.684000,-0.443735
51.685000,-0.483340
51.686000,-0.526949
51.687000,-0.571950
51.688000,-0.615678
51.689000,-0.655558
51.690000,-0.689239
51.691000,-0.714699
51.692000,-0.730332
51.693000,-0.735004
51.694000,-0.728077
51.695000,-0.709409
51.696000,-0.679319
51.697000,-0.638540
51.698000,-0.588146
51.699000,-0.529470
51.700000,-0.464019
51.701000,-0.393383
51.702000,-0.319160
51.703000,-0.242883
51.704000,-0.165966
51.705000,-0.089664
51.706000,-0.015057
51.707000,0.056957
51.708000,0.125651
51.709000,0.190443
51.710000,0.250866
51.711000,0.306533
51.712000,0.357104
51.713000,0.402256
51.714000,0.441666
51.715000,0.475001
51.716000,0.501933
51.717000,0.522151
51.718000,0.535404
51.719000,0.541543
51.720000,0.540579
51.721000,0.532734
51.722000,0.518499
51.723000,0.498681
51.724000,0.474433
51.725000,0.447271
51.726000,0.419063
51.727000,0.391995
51.728000,0.368516
51.729000,0.351244
51.730000,0.342859
51.731000,0.345976
51.732000,0.362996
51.733000,0.395964
51.734000,0.446413
51.735000,0.515237
51.736000,0.602569
51.737000,0.707698
51.738000,0.829016
51.739000,0.964012
51.740000,1.109305
51.741000,1.260738
51.742000,1.413499
51.743000,1.562308
51.744000,1.701617
51.745000,1.825859
51.746000,1.929697
51.747000,2.008290
51.748000,2.057543
51.749000,2.074338
51.750000,2.056729
51.751000,2.004088
51.752000,1.917203
51.753000,1.798296
51.754000,1.650988
51.755000,1.480188
51.756000,1.291911
51.757000,1.093041
51.758000,0.891046
51.759000,0.693642
51.760000,0.508447
51.761000,0.342620
51.762000,0.202511
51.763000,0.093345
51.764000,0.018944
51.765000,-0.018485
51.766000,-0.018496
51.767000,0.017540
51.768000,0.086456
51.769000,0.183407
51.770000,0.302067
51.771000,0.434901
51.772000,0.573510
51.773000,0.709015
51.774000,0.832483
51.775000,0.935356
51.776000,1.009880
51.777000,1.049496
51.778000,1.049185
51.779000,1.005746
51.780000,0.917993
51.781000,0.786857
51.782000,0.615388
51.783000,0.408664
51.784000,0.173589
51.785000,-0.081382
51.786000,-0.346610
51.787000,-0.611690
51.788000,-0.865913
51.789000,-1.098751
51.790000,-1.300334
51.791000,-1.461905
51.792000,-1.576227
51.793000,-1.637925
51.794000,-1.643745
51.795000,-1.592717
51.796000,-1.486217
51.797000,-1.327924
51.798000,-1.123673
51.799000,-0.881210
51.800000,-0.609867
51.801000,-0.320159
51.802000,-0.023337
51.803000,0.269093
51.804000,0.545854
51.805000,0.796382
51.806000,1.011255
51.807000,1.182585
51.808000,1.304331
51.809000,1.372524
51.810000,1.385410
51.811000,1.343484
51.812000,1.249431
51.813000,1.107976
51.814000,0.925641
51.815000,0.710442
51.816000,0.471512
51.817000,0.218704
51.818000,-0.037848
51.819000,-0.288149
51.820000,-0.522763
51.821000,-0.733188
51.822000,-0.912186
51.823000,-1.054045
51.824000,-1.154776
51.825000,-1.212224
51.826000,-1.226108
51.827000,-1.197966
51.828000,-1.131043
51.829000,-1.030102
51.830000,-0.901174
51.831000,-0.751276
51.832000,-0.588082
51.833000,-0.419595
51.834000,-0.253797
51.835000,-0.098329
51.836000,0.039822
51.837000,0.154587
51.838000,0.241041
51.839000,0.295577
51.840000,0.316025
51.841000,0.301704
51.842000,0.253425
51.843000,0.173432
51.844000,0.065289
51.845000,-0.066278
51.846000,-0.215581
51.847000,-0.376199
51.848000,-0.541236
51.849000,-0.703587
51.850000,-0.856212
51.851000,-0.992400
51.852000,-1.106029
51.853000,-1.191791
51.854000,-1.245396
51.855000,-1.263737
51.856000,-1.245013
51.857000,-1.188804
51.858000,-1.096096
51.859000,-0.969266
51.860000,-0.811998
51.861000,-0.629168
51.862000,-0.426671
51.863000,-0.211217
51.864000,0.009917
51.865000,0.229155
51.866000,0.438909
51.867000,0.631872
51.868000,0.801311
51.869000,0.941341
51.870000,1.047178
51.871000,1.115346
51.872000,1.143847
51.873000,1.132268
51.874000,1.081828
51.875000,0.995358
51.876000,0.877212
51.877000,0.733109
51.878000,0.569916
51.879000,0.395364
51.880000,0.217730
51.881000,0.045476
51.882000,-0.113125
51.883000,-0.250371
51.884000,-0.359493
51.885000,-0.434986
51.886000,-0.472893
51.887000,-0.471020
51.888000,-0.429080
51.889000,-0.348743
51.890000,-0.233603
51.891000,-0.089041
51.892000,0.077993
51.893000,0.259284
51.894000,0.445731
51.895000,0.627768
51.896000,0.795830
51.897000,0.940825
51.898000,1.054599
51.899000,1.130363
51.900000,1.163060
51.901000,1.149664
51.902000,1.089372
51.903000,0.983698
51.904000,0.836445
51.905000,0.653568
51.906000,0.442917
51.907000,0.213880
51.908000,-0.023052
51.909000,-0.256801
51.910000,-0.476243
51.911000,-0.670774
51.912000,-0.830851
51.913000,-0.948497
51.914000,-1.017727
51.915000,-1.034886
51.916000,-0.998863
51.917000,-0.911187
51.918000,-0.775982
51.919000,-0.599786
51.920000,-0.391245
51.921000,-0.160687
51.922000,0.080389
51.923000,0.319896
51.924000,0.545786
51.925000,0.746670
51.926000,0.912423
51.927000,1.034715
51.928000,1.107466
51.929000,1.127178
51.930000,1.093134
51.931000,1.007449
51.932000,0.874979
51.933000,0.703067
51.934000,0.501169
51.935000,0.280351
51.936000,0.052704
51.937000,-0.169308
51.938000,-0.373519
51.939000,-0.548726
51.940000,-0.685307
51.941000,-0.775753
51.942000,-0.815094
51.943000,-0.801190
51.944000,-0.734867
51.945000,-0.619894
51.946000,-0.462801
51.947000,-0.272544
51.948000,-0.060035
51.949000,0.162441
51.950000,0.381878
51.951000,0.585259
51.952000,0.760259
51.953000,0.895921
51.954000,0.983263
51.955000,1.015774
51.956000,0.989788
51.957000,0.904699
51.958000,0.763010
51.959000,0.570220
51.960000,0.334543
51.961000,0.066477
51.962000,-0.221747
51.963000,-0.516813
51.964000,-0.805033
51.965000,-1.073072
51.966000,-1.308667
51.967000,-1.501275
51.968000,-1.642637
51.969000,-1.727215
51.970000,-1.752477
51.971000,-1.719026
51.972000,-1.630544
51.973000,-1.493585
51.974000,-1.317192
51.975000,-1.112397
51.976000,-0.891593
51.977000,-0.667850
51.978000,-0.454182
51.979000,-0.262825
51.980000,-0.104553
51.981000,0.011916
51.982000,0.080411
51.983000,0.097645
51.984000,0.063410
51.985000,-0.019420
51.986000,-0.145032
51.987000,-0.304998
51.988000,-0.488732
51.989000,-0.684069
51.990000,-0.877928
51.991000,-1.057031
51.992000,-1.208623
51.993000,-1.321176
51.994000,-1.385014
51.995000,-1.392845
51.996000,-1.340166
51.997000,-1.225509
51.998000,-1.050533
51.999000,-0.819944
52.000000,-0.541256
52.001000,-0.224402
52.002000,0.118779
52.003000,0.475155
52.004000,0.830978
52.005000,1.172582
52.006000,1.487080
52.007000,1.763007
52.008000,1.990882
52.009000,2.163662
52.010000,2.277058
52.011000,2.329707
52.012000,2.323182
52.013000,2.261852
52.014000,2.152590
52.015000,2.004364
52.016000,1.827711
52.017000,1.634144
52.018000,1.435522
52.019000,1.243400
52.020000,1.068419
52.021000,0.919752
52.022000,0.804636
52.023000,0.728026
52.024000,0.692367
52.025000,0.697516
52.026000,0.740800
52.027000,0.817214
52.028000,0.919737
52.029000,1.039761
52.030000,1.167592
52.031000,1.293004
52.032000,1.405820
52.033000,1.496476
52.034000,1.556543
52.035000,1.579192
52.036000,1.559555
52.037000,1.494987
52.038000,1.385203
52.039000,1.232285
52.040000,1.040575
52.041000,0.816444
52.042000,0.567958
52.043000,0.304463
52.044000,0.036117
52.045000,-0.226630
52.046000,-0.473544
52.047000,-0.695107
52.048000,-0.882973
52.049000,-1.030352
52.050000,-1.132314
52.051000,-1.185994
52.052000,-1.190693
52.053000,-1.147866
52.054000,-1.061011
52.055000,-0.935464
52.056000,-0.778100
52.057000,-0.596980
52.058000,-0.400948
52.059000,-0.199201
52.060000,-0.000859
52.061000,0.185449
52.062000,0.351955
52.063000,0.492075
52.064000,0.600657
52.065000,0.674155
52.066000,0.710720
52.067000,0.710203
52.068000,0.674085
52.069000,0.605326
52.070000,0.508161
52.071000,0.387840
52.072000,0.250338
52.073000,0.102047
52.074000,-0.050531
52.075000,-0.201083
52.076000,-0.343752
52.077000,-0.473365
52.078000,-0.585614
52.079000,-0.677186
52.080000,-0.745834
52.081000,-0.790391
52.082000,-0.810737
52.083000,-0.807717
52.084000,-0.783019
52.085000,-0.739022
52.086000,-0.678636
52.087000,-0.605116
52.088000,-0.521896
52.089000,-0.432420
52.090000,-0.340000
52.091000,-0.247695
52.092000,-0.158223
52.093000,-0.073895
52.094000,0.003409
52.095000,0.072249
52.096000,0.131594
52.097000,0.180790
52.098000,0.219494
52.099000,0.247621
52.100000,0.265275
52.101000,0.272692
52.102000,0.270187
52.103000,0.258123
52.104000,0.236889
52.105000,0.206891
52.106000,0.168567
52.107000,0.122408
52.108000,0.068992
52.109000,0.009019
52.110000,-0.056650
52.111000,-0.126961
52.112000,-0.200647
52.113000,-0.276222
52.114000,-0.351992
52.115000,-0.426085
52.116000,-0.496509
52.117000,-0.561221
52.118000,-0.618215
52.119000,-0.665626
52.120000,-0.701839
52.121000,-0.725595
52.122000,-0.736093
52.123000,-0.733075
52.124000,-0.716891
52.125000,-0.688532
52.126000,-0.649633
52.127000,-0.602439
52.128000,-0.549727
52.129000,-0.494698
52.130000,-0.440833
52.131000,-0.391716
52.132000,-0.350846
52.133000,-0.321429
52.134000,-0.306177
52.135000,-0.307111
52.136000,-0.325401
52.137000,-0.361226
52.138000,-0.413692
52.139000,-0.480793
52.140000,-0.559439
52.141000,-0.645541
52.142000,-0.734159
52.143000,-0.819707
52.144000,-0.896207
52.145000,-0.957582
52.146000,-0.997974
52.147000,-1.012075
52.148000,-0.995445
52.149000,-0.944810
52.150000,-0.858316
52.151000,-0.735724
52.152000,-0.578535
52.153000,-0.390031
52.154000,-0.175229
52.155000,0.059263
52.156000,0.305467
52.157000,0.554352
52.158000,0.796208
52.159000,1.021081
52.160000,1.219243
52.161000,1.381666
52.162000,1.500491
52.163000,1.569455
52.164000,1.584261
52.165000,1.542861
52.166000,1.445648
52.167000,1.295523
52.168000,1.097852
52.169000,0.860291
52.170000,0.592498
52.171000,0.305730
52.172000,0.012356
52.173000,-0.274714
52.174000,-0.542625
52.175000,-0.779206
52.176000,-0.973576
52.177000,-1.116696
52.178000,-1.201856
52.179000,-1.225054
52.180000,-1.185244
52.181000,-1.084447
52.182000,-0.927717
52.183000,-0.722942
52.184000,-0.480507
52.185000,-0.212824
52.186000,0.066259
52.187000,0.342120
52.188000,0.600088
52.189000,0.826186
52.190000,1.007843
52.191000,1.134558
52.192000,1.198474
52.193000,1.194816
52.194000,1.122196
52.195000,0.982742
52.196000,0.782052
52.197000,0.528976
52.198000,0.235222
52.199000,-0.085184
52.200000,-0.416568
52.201000,-0.742374
52.202000,-1.045984
52.203000,-1.311555
52.204000,-1.524837
52.205000,-1.673913
52.206000,-1.749841
52.207000,-1.747149
52.208000,-1.664171
52.209000,-1.503188
52.210000,-1.270377
52.211000,-0.975563
52.212000,-0.631786
52.213000,-0.254700
52.214000,0.138163
52.215000,0.528232
52.216000,0.896801
52.217000,1.225941
52.218000,1.499385
52.219000,1.703345
52.220000,1.827204
52.221000,1.864061
52.222000,1.811099
52.223000,1.669744
52.224000,1.445633
52.225000,1.148355
52.226000,0.791014
52.227000,0.389605
52.228000,-0.037741
52.229000,-0.471633
52.230000,-0.892344
52.231000,-1.280765
52.232000,-1.619316
52.233000,-1.892795
52.234000,-2.089098
52.235000,-2.199793
52.236000,-2.220513
52.237000,-2.151144
52.238000,-1.995811
52.239000,-1.762656
52.240000,-1.463417
52.241000,-1.112839
52.242000,-0.727941
52.243000,-0.327177
52.244000,0.070467
52.245000,0.446391
52.246000,0.783278
52.247000,1.065914
52.248000,1.281902
52.249000,1.422226
52.250000,1.481651
52.251000,1.458929
52.252000,1.356811
52.253000,1.181864
52.254000,0.944104
52.255000,0.656470
52.256000,0.334159
52.257000,-0.006137
52.258000,-0.347054
52.259000,-0.671395
52.260000,-0.962959
52.261000,-1.207294
52.262000,-1.392360
52.263000,-1.509067
52.264000,-1.551649
52.265000,-1.517884
52.266000,-1.409133
52.267000,-1.230207
52.268000,-0.989071
52.269000,-0.696406
52.270000,-0.365048
52.271000,-0.009342
52.272000,0.355566
52.273000,0.714453
52.274000,1.052727
52.275000,1.357094
52.276000,1.616133
52.277000,1.820776
52.278000,1.964654
52.279000,2.044316
52.280000,2.059288
52.281000,2.012000
52.282000,1.907578
52.283000,1.753508
52.284000,1.559205
52.285000,1.335506
52.286000,1.094113
52.287000,0.847016
52.288000,0.605918
52.289000,0.381706
52.290000,0.183972
52.291000,0.020618
52.292000,-0.102450
52.293000,-0.181510
52.294000,-0.215119
52.295000,-0.204079
52.296000,-0.151318
52.297000,-0.061658
52.298000,0.058473
52.299000,0.201412
52.300000,0.358657
52.301000,0.521293
52.302000,0.680410
52.303000,0.827506
52.304000,0.954854
52.305000,1.055811
52.306000,1.125067
52.307000,1.158824
52.308000,1.154895
52.309000,1.112731
52.310000,1.033377
52.311000,0.919353
52.312000,0.774493
52.313000,0.603722
52.314000,0.412815
52.315000,0.208122
52.316000,-0.003707
52.317000,-0.215991
52.318000,-0.422282
52.319000,-0.616588
52.320000,-0.793580
52.321000,-0.948748
52.322000,-1.078525
52.323000,-1.180361
52.324000,-1.252764
52.325000,-1.295289
52.326000,-1.308502
52.327000,-1.293907
52.328000,-1.253845
52.329000,-1.191377
52.330000,-1.110145
52.331000,-1.014228
52.332000,-0.907989
52.333000,-0.795927
52.334000,-0.682527
52.335000,-0.572117
52.336000,-0.468743
52.337000,-0.376045
52.338000,-0.297156
52.339000,-0.234618
52.340000,-0.190308
52.341000,-0.165392
52.342000,-0.160297
52.343000,-0.174705
52.344000,-0.207563
52.345000,-0.257129
52.346000,-0.321025
52.347000,-0.396327
52.348000,-0.479661
52.349000,-0.567326
52.350000,-0.655432
52.351000,-0.740044
52.352000,-0.817335
52.353000,-0.883744
52.354000,-0.936123
52.355000,-0.971876
52.356000,-0.989083
52.357000,-0.986592
52.358000,-0.964093
52.359000,-0.922154
52.360000,-0.862213
52.361000,-0.786545
52.362000,-0.698179
52.363000,-0.600786
52.364000,-0.498525
52.365000,-0.395871
52.366000,-0.297413
52.367000,-0.207650
52.368000,-0.130774
52.369000,-0.070468
52.370000,-0.029721
52.371000,-0.010668
52.372000,-0.014468
52.373000,-0.041227
52.374000,-0.089968
52.375000,-0.158655
52.376000,-0.244271
52.377000,-0.342941
52.378000,-0.450109
52.379000,-0.560745
52.380000,-0.669587
52.381000,-0.771397
52.382000,-0.861223
52.383000,-0.934653
52.384000,-0.988045
52.385000,-1.018730
52.386000,-1.025158
52.387000,-1.007007
52.388000,-0.965215
52.389000,-0.901962
52.390000,-0.820584
52.391000,-0.725423
52.392000,-0.621629
52.393000,-0.514913
52.394000,-0.411271
52.395000,-0.316681
52.396000,-0.236805
52.397000,-0.176694
52.398000,-0.140518
52.399000,-0.131343
52.400000,-0.150951
52.401000,-0.199725
52.402000,-0.276603
52.403000,-0.379098
52.404000,-0.503398
52.405000,-0.644523
52.406000,-0.796549
52.407000,-0.952877
52.408000,-1.106546
52.409000,-1.250555
52.410000,-1.378208
52.411000,-1.483430
52.412000,-1.561072
52.413000,-1.607167
52.414000,-1.619131
52.415000,-1.595899
52.416000,-1.537999
52.417000,-1.447534
52.418000,-1.328107
52.419000,-1.184656
52.420000,-1.023241
52.421000,-0.850768
52.422000,-0.674670
52.423000,-0.502568
52.424000,-0.341919
52.425000,-0.199668
52.426000,-0.081927
52.427000,0.006313
52.428000,0.061414
52.429000,0.081262
52.430000,0.065370
52.431000,0.014905
52.432000,-0.067364
52.433000,-0.177192
52.434000,-0.309043
52.435000,-0.456350
52.436000,-0.611810
52.437000,-0.767721
52.438000,-0.916331
52.439000,-1.050199
52.440000,-1.162535
52.441000,-1.247515
52.442000,-1.300553
52.443000,-1.318517
52.444000,-1.299883
52.445000,-1.244808
52.446000,-1.155141
52.447000,-1.034343
52.448000,-0.887346
52.449000,-0.720335
52.450000,-0.540476
52.451000,-0.355595
52.452000,-0.173823
52.453000,-0.003228
52.454000,0.148565
52.455000,0.274736
52.456000,0.369596
52.457000,0.428878
52.458000,0.449965
52.459000,0.432054
52.460000,0.376236
52.461000,0.285501
52.462000,0.164658
52.463000,0.020172
52.464000,-0.140070
52.465000,-0.307070
52.466000,-0.471076
52.467000,-0.621988
52.468000,-0.749786
52.469000,-0.844966
52.470000,-0.898967
52.471000,-0.904571
52.472000,-0.856249
52.473000,-0.750457
52.474000,-0.585841
52.475000,-0.363371
52.476000,-0.086364
52.477000,0.239572
52.478000,0.606711
52.479000,1.005457
52.480000,1.424683
52.481000,1.852139
52.482000,2.274914
52.483000,2.679931
52.484000,3.054454
52.485000,3.386594
52.486000,3.665774
52.487000,3.883152
52.488000,4.031969
52.489000,4.107808
52.490000,4.108762
52.491000,4.035482
52.492000,3.891127
52.493000,3.681196
52.494000,3.413265
52.495000,3.096631
52.496000,2.741880
52.497000,2.360411
52.498000,1.963922
52.499000,1.563890
52.500000,1.171082
52.501000,0.795094
52.502000,0.443970
52.503000,0.123900
52.504000,-0.160980
52.505000,-0.408675
52.506000,-0.619309
52.507000,-0.794982
52.508000,-0.939525
52.509000,-1.058166
52.510000,-1.157118
52.511000,-1.243111
52.512000,-1.322911
52.513000,-1.402827
52.514000,-1.488249
52.515000,-1.583250
52.516000,-1.690250
52.517000,-1.809793
52.518000,-1.940422
52.519000,-2.078689
52.520000,-2.219273
52.521000,-2.355224
52.522000,-2.478313
52.523000,-2.579471
52.524000,-2.649288
52.525000,-2.678565
52.526000,-2.658862
52.527000,-2.583039
52.528000,-2.445742
52.529000,-2.243810
52.530000,-1.976590
52.531000,-1.646120
52.532000,-1.257193
52.533000,-0.817272
52.534000,-0.336276
52.535000,0.173766
52.536000,0.699174
52.537000,1.225159
52.538000,1.736439
52.539000,2.217883
52.540000,2.655152
52.541000,3.035317
52.542000,3.347410
52.543000,3.582881
52.544000,3.735950
52.545000,3.803820
52.546000,3.786754
52.547000,3.688007
52.548000,3.513616
52.549000,3.272071
52.550000,2.973867
52.551000,2.630979
52.552000,2.256281
52.553000,1.862940
52.554000,1.463813
52.555000,1.070891
52.556000,0.694805
52.557000,0.344427
52.558000,0.026576
52.559000,-0.254140
52.560000,-0.495371
52.561000,-0.696927
52.562000,-0.860573
52.563000,-0.989720
52.564000,-1.089030
52.565000,-1.163973
52.566000,-1.220350
52.567000,-1.263821
52.568000,-1.299466
52.569000,-1.331398
52.570000,-1.362464
52.571000,-1.394035
52.572000,-1.425916
52.573000,-1.456363
52.574000,-1.482215
52.575000,-1.499132
52.576000,-1.501916
52.577000,-1.484909
52.578000,-1.442425
52.579000,-1.369207
52.580000,-1.260866
52.581000,-1.114283
52.582000,-0.927950
52.583000,-0.702216
52.584000,-0.439438
52.585000,-0.144019
52.586000,0.177683
52.587000,0.517549
52.588000,0.866007
52.589000,1.212424
52.590000,1.545576
52.591000,1.854161
52.592000,2.127324
52.593000,2.355183
52.594000,2.529306
52.595000,2.643132
52.596000,2.692300
52.597000,2.674877
52.598000,2.591464
52.599000,2.445189
52.600000,2.241567
52.601000,1.988254
52.602000,1.694694
52.603000,1.371686
52.604000,1.030888
52.605000,0.684290
52.606000,0.343681
52.607000,0.020125
52.608000,-0.276502
52.609000,-0.537921
52.610000,-0.757757
52.611000,-0.931758
52.612000,-1.057896
52.613000,-1.136357
52.614000,-1.169421
52.615000,-1.161246
52.616000,-1.117564
52.617000,-1.045307
52.618000,-0.952193
52.619000,-0.846284
52.620000,-0.735551
52.621000,-0.627457
52.622000,-0.528594
52.623000,-0.444376
52.624000,-0.378811
52.625000,-0.334369
52.626000,-0.311928
52.627000,-0.310821
52.628000,-0.328962
52.629000,-0.363054
52.630000,-0.408847
52.631000,-0.461450
52.632000,-0.515664
52.633000,-0.566317
52.634000,-0.608593
52.635000,-0.638319
52.636000,-0.652212
52.637000,-0.648063
52.638000,-0.624850
52.639000,-0.582782
52.640000,-0.523265
52.641000,-0.448797
52.642000,-0.362807
52.643000,-0.269435
52.644000,-0.173280
52.645000,-0.079123
52.646000,0.008354
52.647000,0.084837
52.648000,0.146627
52.649000,0.190846
52.650000,0.215587
52.651000,0.220010
52.652000,0.204378
52.653000,0.170024
52.654000,0.119259
52.655000,0.055225
52.656000,-0.018296
52.657000,-0.097104
52.658000,-0.176830
52.659000,-0.253182
52.660000,-0.322187
52.661000,-0.380410
52.662000,-0.425137
52.663000,-0.454514
52.664000,-0.467631
52.665000,-0.464553
52.666000,-0.446292
52.667000,-0.414725
52.668000,-0.372456
52.669000,-0.322648
52.670000,-0.268815
52.671000,-0.214602
52.672000,-0.163551
52.673000,-0.118888
52.674000,-0.083323
52.675000,-0.058884
52.676000,-0.046796
52.677000,-0.047412
52.678000,-0.060190
52.679000,-0.083734
52.680000,-0.115886
52.681000,-0.153857
52.682000,-0.194415
52.683000,-0.234083
52.684000,-0.269364
52.685000,-0.296969
52.686000,-0.314031
52.687000,-0.318300
52.688000,-0.308296
52.689000,-0.283424
52.690000,-0.244029
52.691000,-0.191406
52.692000,-0.127734
52.693000,-0.055974
52.694000,0.020297
52.695000,0.097082
52.696000,0.170203
52.697000,0.235538
52.698000,0.289278
52.699000,0.328155
52.700000,0.349657
52.701000,0.352190
52.702000,0.335194
52.703000,0.299206
52.704000,0.245845
52.705000,0.177746
52.706000,0.098423
52.707000,0.012082
52.708000,-0.076614
52.709000,-0.162814
52.710000,-0.241758
52.711000,-0.309069
52.712000,-0.361014
52.713000,-0.394748
52.714000,-0.408498
52.715000,-0.401693
52.716000,-0.375026
52.717000,-0.330443
52.718000,-0.271050
52.719000,-0.200954
52.720000,-0.125043
52.721000,-0.048706
52.722000,0.022482
52.723000,0.083089
52.724000,0.128165
52.725000,0.153553
52.726000,0.156172
52.727000,0.134232
52.728000,0.087389
52.729000,0.016819
52.730000,-0.074804
52.731000,-0.183407
52.732000,-0.303707
52.733000,-0.429481
52.734000,-0.553887
52.735000,-0.669839
52.736000,-0.770408
52.737000,-0.849218
52.738000,-0.900830
52.739000,-0.921080
52.740000,-0.907354
52.741000,-0.858786
52.742000,-0.776362
52.743000,-0.662921
52.744000,-0.523060
52.745000,-0.362929
52.746000,-0.189949
52.747000,-0.012439
52.748000,0.160801
52.749000,0.320945
52.750000,0.459615
52.751000,0.569323
52.752000,0.643884
52.753000,0.678761
52.754000,0.671324
52.755000,0.621012
52.756000,0.529383
52.757000,0.400053
52.758000,0.238523
52.759000,0.051903
52.760000,-0.151453
52.761000,-0.362377
52.762000,-0.571366
52.763000,-0.769079
52.764000,-0.946824
52.765000,-1.097014
52.766000,-1.213560
52.767000,-1.292183
52.768000,-1.330629
52.769000,-1.328771
52.770000,-1.288599
